CodCLiente,Cliente,Direccion,Telefono,latitud,longitud
157,Rosas Ruby Sisneros,"Circuito Medina 523 541
Nueva Nigeria, ZAC 81194",04616706127,-1.0028036151520776,-79.26025928764744
158,Cortés Ing. Joaquín de la Fuente,"Corredor Leyva 740 Interior 584
San Nayeli los altos, TAB 24237-8840",349.614.1543x4129,-1.1019874653954398,-79.47829796037732
159,Lugo Itzel Calvillo Alcala,"Andador Quintana Roo 975 Interior 820
San Martín de la Montaña, PUE 92040",1-979-005-2486x25560,-1.0506730353515634,-79.33721940725266
160,Leal Patricia Elvia Montaño,"Peatonal Tayikistán 681 Edif. 321 , Depto. 421
Nueva Namibia, DGO 14312",071.950.2150,-1.0126699923568934,-79.45316107331092
161,Briseño Natalia Verónica Robles Rivera,"Periférico Valladares 243 629
Nueva República Popular Democrática de Corea, BC 40797",613.438.3029x23498,-0.9781286537275435,-79.25697323106412
162,Ferrer Sr(a). Jerónimo Alvarez,"Avenida México 691 Interior 091
San Beatriz de la Montaña, NL 54021-8712",(725)262-9075,-0.870138417530938,-79.42958664468563
163,Peña Paola Úrsula Osorio Alvarado,"Pasaje Olmos 949 Interior 937
San Abelardo de la Montaña, PUE 68298-6190",+09(4)2523641736,-1.0177865989723074,-79.65399553919582
164,Negrete Sr(a). Ivonne Borrego,"Eje vial Trinidad y Tabago 304 098
Nueva Bahamas, TAMPS 93022-9342",767.919.0771,-0.9704828472425184,-79.53160293336612
165,de la O Patricio Garay Maestas,"Andador Sinaloa 229 Interior 246
Vieja Uganda, QRO 32420",1-294-590-4202,-1.074989822098469,-79.44190460812732
166,Negrón María Luisa Rojo Flórez,"Diagonal Chiapas 058 Edif. 289 , Depto. 367
Nueva Tayikistán, QRO 44851",661-777-4325,-0.9300927198919448,-79.65454394996787
167,Castillo Socorro Mejía Menéndez,"Callejón Alcala 890 862
San Augusto los altos, MICH 71895-2587",(978)266-9277,-0.9177689838285511,-79.50570080525137
168,Leal Amalia Trejo Arredondo,"Privada Sur Ocampo 440 Edif. 655 , Depto. 674
San Felix de la Montaña, GTO 69176-8256",1-480-816-9643x093,-0.9018728858761222,-79.59878536441018
169,Perales Virginia Feliciano de la Rosa,"Callejón Apodaca 912 Edif. 210 , Depto. 462
San Wendolin los bajos, TAMPS 13022-2977",1-990-039-6649x276,-0.8908514479784785,-79.48247066645818
170,Pedroza Samuel Amelia Bravo Colón,"Circunvalación Véliz 646 Interior 420
Nueva Israel, MICH 31095",099.627.8237,-0.9269118314121726,-79.42164885825034
171,Medrano Ruby Alvaro Romero Valles,"Cerrada México 998 Interior 504
Vieja Irán, SLP 46337-8567",146-882-2213x0895,-1.1018805818496844,-79.52481821709029
172,Terrazas Jonás Villaseñor Terán,"Andador Suárez 068 871
San Mauro de la Montaña, MICH 36628",(555)823-4947x497,-0.9486133378999385,-79.54220409627571
173,Madrid Micaela José Carlos Melgar Cadena,"Continuación Alcala 246 Edif. 278 , Depto. 844
Nueva Indonesia, JAL 65942",+74(9)4726449162,-0.9028233614274066,-79.3814373703571
174,de León Enrique Karina Barreto,"Eje vial Quiroz 805 Edif. 440 , Depto. 118
Vieja Mali, CHIH 19556",129-155-7086,-1.2061324985393655,-79.36829761741492
175,Téllez Dr. José Emilio Arenas,"Peatonal Sur Zambrano 912 Edif. 908 , Depto. 596
San Estefanía de la Montaña, MICH 59019",1-870-576-8162x4818,-1.0801506709180437,-79.58473243802112
176,Solano Lilia Lemus,"Ampliación República Popular Democrática de Corea 877 972
Vieja Bahamas, TAB 08749-2430",744.213.4780,-1.2197027672069083,-79.53871321709853
177,Villagómez Bernabé Pedraza Rodríquez,"Andador Meza 671 681
Vieja República Dominicana, GTO 44859-5289",982.002.7351,-0.8166967659388933,-79.45909958437443
178,Medrano Óscar Leal,"Prolongación Eslovenia 420 Edif. 541 , Depto. 852
San Gabriel los altos, ZAC 67787-9018",+60(7)7080506086,-1.0528926506801644,-79.33259304093781
179,Berríos Ignacio Cadena Verdugo,"Circuito Bhután 175 Interior 409
Vieja Bhután, BC 55356",03364504089,-1.1529593024743734,-79.59130155057433
180,Ayala Vicente Dueñas,"Viaducto Valle 574 Edif. 090 , Depto. 330
Nueva Lesotho, AGS 96787",03764547591,-0.9633126375463005,-79.27625789948651
181,Barrientos Sandra Victoria Guerra,"Diagonal Oaxaca 222 Edif. 529 , Depto. 298
Vieja Maldivas, YUC 93181-6447",02178220776,-1.1982482648544885,-79.4604905599568
182,Haro Guadalupe Sofía Garay Urbina,"Viaducto Ceballos 884 Interior 912
Nueva Georgia, ZAC 07171",578.449.5062,-0.8752018996429197,-79.36602207883233
183,Jiménez Aurelio Frida Griego,"Avenida Mejía 627 Interior 547
Vieja Australia, JAL 37446",1-391-966-9249x9977,-1.1064460657324922,-79.44936357126912
184,Briones Virginia Madrigal,"Avenida Norte Cuellar 190 193
Vieja Malawi, BCS 93604",109.214.2337,-0.8850775589214794,-79.43532004524363
185,Solís Genaro Luna Casanova,"Andador Noruega 546 Interior 046
Nueva Costa Rica, MICH 43055-0131",(418)892-0790,-1.0581160990759948,-79.25921800412688
186,Marrero Dr. Ricardo Reséndez,"Corredor Chiapas 948 Edif. 245 , Depto. 202
San Lilia los altos, MICH 22024-0129",07513446360,-0.9643234993006506,-79.51270572093003
187,Iglesias Sr(a). Amanda Villalobos,"Prolongación Maestas 248 329
Vieja Islandia, DF 70697-6329",931.224.0027x57479,-1.1552898700972576,-79.48321155974251
188,Peralta Dr. Patricia Marrero,"Privada García 587 Edif. 050 , Depto. 964
San Catalina los altos, VER 60841-9748",+67(1)4635392969,-1.1078374699860027,-79.66796298288901
189,Fuentes Mtro. Esther Archuleta,"Continuación Nayarit 338 172
San Mauro de la Montaña, NL 64459",901-052-4723,-1.0215972319570066,-79.26377597882968
190,Cruz Adalberto Nancy Nava,"Periférico Finlandia 370 Interior 787
San Sofía los altos, SON 61714-7663",(173)653-0530,-0.8164582732692669,-79.45372922176082
191,Guardado José Luis Guadalupe Zaragoza,"Cerrada Cano 749 Edif. 162 , Depto. 134
San Natalia de la Montaña, CHIS 08153",076.275.7275,-0.9429529206089724,-79.50211534937903
192,Miranda Jonás Venegas Gaona,"Avenida Guinea 799 Interior 139
San Gabriela los altos, SLP 14998",(595)309-2637x9682,-1.2321117375215138,-79.49882219998844
193,Sierra Camila Madrid Zayas,"Diagonal Tamaulipas 087 Interior 844
San Karina los bajos, CHIH 13016",1-238-150-8474,-0.8287140613560765,-79.4455540734829
194,de la Rosa Bernabé María José Valles Rosales,"Ampliación Sur Puente 159 853
Nueva Maldivas, TAMPS 76170-3739",04208780429,-1.1801035404107993,-79.59690614451594
195,Nájera Mtro. Serafín Hinojosa,"Eje vial Yemen 330 Interior 597
Vieja Santa Lucía, JAL 73298-7805",(431)243-4183x0101,-1.0846841451064195,-79.34012944544202
196,Ortega Francisco Javier Clara Galindo Laureano,"Privada Colombia 742 Edif. 227 , Depto. 898
San Alfonso de la Montaña, SON 98125-3559",(679)713-0931,-0.9305051611694855,-79.46247026975627
197,Villareal María Luisa Abril Márquez,"Viaducto Sonora 205 Edif. 863 , Depto. 216
Nueva Barbados, MOR 11921-9479",989-861-6985x13973,-0.894388812659726,-79.33253474794876
198,Cabán Carmen Flavio Carrera,"Calle Alarcón 052 Edif. 534 , Depto. 134
San María del Carmen los bajos, GTO 05178-1892",1-573-374-7157,-1.2189658996109578,-79.4309050667638
199,Martínez Yeni Chávez Báez,"Circuito Malawi 150 Edif. 943 , Depto. 870
San Rolando de la Montaña, CHIS 69613",05077845976,-0.9290548962640053,-79.38822892907648
200,Badillo Sr(a). Liliana Gamez,"Periférico Tlaxcala 525 Interior 412
San Eugenia los altos, MEX 99077",02700662595,-0.8690161729397989,-79.44920397631765
201,Domínguez Sr(a). María Eugenia Robledo,"Privada Guanajuato 365 Edif. 886 , Depto. 288
Nueva Suiza, YUC 43028-4678",988-435-4224x5061,-1.0828261484571566,-79.6525673432756
202,Tijerina Helena Amaya Saldivar,"Circunvalación Michoacán de Ocampo 399 Edif. 398 , Depto. 832
Vieja Argentina, COL 40547",(813)602-4660,-1.2414713541332747,-79.52593109178058
203,Valdivia Salvador Carlota Alemán Rocha,"Eje vial Chiapas 733 Interior 619
Nueva Trinidad y Tabago, SLP 00862-3519",(185)593-0351,-1.043061413047624,-79.52980862545851
204,Cantú Francisco Javier Quiñónez,"Viaducto Nájera 183 Edif. 913 , Depto. 059
San Luis Miguel los altos, NL 21309-7366",756.261.5386,-0.9346254198743651,-79.5678125765907
205,Montenegro Soledad Trinidad Rosado Urías,"Viaducto García 681 Interior 624
Vieja Indonesia, SLP 13720",097.692.5514x7929,-1.0678371326290836,-79.546540326812
206,Gaytán Mtro. Martha Segovia,"Callejón Cabán 647 Interior 138
San Manuel de la Montaña, OAX 30543-8680",1-095-612-6211x471,-0.8467270058388575,-79.5529581516576
207,Alvarado Concepción Ignacio Echeverría Mireles,"Ampliación Huerta 303 Interior 783
San Lourdes los altos, CAMP 88683",1-045-308-7921x340,-1.0663096694111283,-79.26098094720808
208,Gil Nelly Felipe Oquendo,"Pasaje Lerma 795 783
Vieja Camboya, SIN 07868-8850",284-050-0384x17052,-1.1298765299153815,-79.59531642049866
209,Granado Amador Rivas Zarate,"Calzada Sur Medina 548 067
San Serafín los altos, MICH 90678-6279",213.141.0315,-1.1488731243384989,-79.45605681011692
210,Jasso Antonio Barrientos Corona,"Circuito Durango 587 883
Nueva Guatemala, SON 83728",479-312-7074,-1.111805284297522,-79.60776636324012
211,Regalado Porfirio Chávez,"Ampliación Estados Unidos de América 661 Edif. 165 , Depto. 105
Vieja Alemania, QRO 24678-2894",520-330-9228x678,-0.8758587625607385,-79.59635988093524
212,Tafoya Dr. Lucas Pérez,"Circunvalación Suiza 333 Edif. 737 , Depto. 633
San Ruby los altos, NL 16214-2685",+67(1)9302441518,-1.181931099964212,-79.35910848461081
213,Collado Rocío Alejandro Granado Gamboa,"Diagonal Murillo 410 481
San Pascual los altos, GRO 33300",+17(1)1094848890,-1.1984120079672658,-79.32440827089928
214,Otero María José Augusto Rodríguez,"Continuación Sur Perales 035 114
Vieja Uganda, CHIH 93357-3248",1-432-024-1388x139,-1.023007814363886,-79.5792452251845
215,Morales Wilfrido Georgina Tejeda,"Calzada Qatar 448 Interior 446
San Laura los bajos, NL 37024-5225",282-113-1515x4649,-1.2153364668615767,-79.3463245513652
216,Merino Víctor Leticia Santacruz Vaca,"Boulevard Timor-Leste 999 187
San Cristal de la Montaña, BCS 74911-9792",596-034-9090,-1.025436209333513,-79.68584123260577
217,Tovar Mtro. Gloria Sarabia,"Andador Tuvalu 795 826
San Araceli los altos, MEX 54524",03572288061,-1.203100566134825,-79.58226109886284
218,Lucio Cecilia Horacio Cornejo Alvarez,"Cerrada Baja California Sur 403 Interior 761
Vieja Micronesia, CHIH 81202-0392",08379042922,-1.141724577356078,-79.27840062607476
219,Castañeda Antonia Crespo,"Ampliación Valenzuela 151 929
San Reina los altos, MEX 03142",866-708-6497,-1.0041604293937605,-79.55734224456992
220,Salinas Rocío Agustín García Pérez,"Callejón Afganistán 421 Interior 936
Nueva Haití, Q. ROO 23867",130.569.1546,-1.0374056617277247,-79.45632271797834
221,Muro María Luisa Trinidad Huerta Alvarez,"Circuito Coahuila de Zaragoza 228 859
San Gabriela los bajos, MOR 66620-2614",1-573-024-8122x44769,-1.03340250645425,-79.67777256764508
222,Nájera Esteban Laureano,"Periférico Chihuahua 238 Edif. 770 , Depto. 240
San Elena de la Montaña, ZAC 13993-0285",034.549.5133x98631,-1.0251614226019166,-79.59924824732424
223,Irizarry Ing. Felipe Zarate,"Callejón Rendón 363 Interior 267
San Pablo los altos, VER 56217",1-832-978-5234,-0.8852331943571455,-79.49285306081528
224,Miramontes Ing. Felipe Lira,"Circunvalación Bonilla 020 Edif. 783 , Depto. 506
San Alta  Gracia los altos, COL 30429-9846",(878)183-2982x5042,-1.0782423728308088,-79.61898253835318
225,Gil Silvano Collado,"Diagonal Camacho 553 Edif. 643 , Depto. 762
Nueva Niger, COL 09399-7602",(651)874-3913,-1.081388305951545,-79.64068723220939
226,Quezada Carolina Sierra Juárez,"Peatonal Sur Gómez 945 Interior 593
Vieja Malta, QRO 25698",1-856-217-5324,-1.0036178594687832,-79.47705863928842
227,Bustamante Mtro. Dulce María Lira,"Calle Nuevo León 148 581
San Jaqueline los altos, GRO 08524-6113",169-136-5476,-1.0668336061671881,-79.58371483339322
228,de Anda José Manuél Pamela Mena Crespo,"Callejón Jiménez 780 269
San Espartaco de la Montaña, NL 99499-5107",(693)196-9184x432,-0.8094138150897319,-79.49993647753014
229,Cabrera Miriam Arreola Collado,"Callejón Echeverría 479 Edif. 055 , Depto. 707
Vieja Azerbaiyán, SIN 51652",04849540280,-1.1812365575349801,-79.58138147044447
230,Lovato Bruno Cepeda,"Cerrada Valles 225 Interior 398
Nueva Pakistán, BCS 17251",(788)538-4193,-1.019089459701793,-79.55923957096
231,Almonte Arturo Ricardo Aguirre Alarcón,"Cerrada Sur Olmos 000 Interior 366
Vieja Austria, QRO 62445",09516768989,-0.9959997748847216,-79.61696285910907
232,Pérez Paulina Ávalos,"Corredor Vietman 206 Interior 577
Nueva Argelia, VER 10226",955.853.3672x60821,-0.8783680209541521,-79.32551768899205
233,Salas Dr. Israel Polanco,"Continuación Sur Rodríquez 942 573
Vieja Azerbaiyán, COL 93252",832-390-8355x31303,-0.9553108576233014,-79.36151726101737
234,Zaragoza Fabiola Perea,"Diagonal Sur Aponte 293 Interior 535
Nueva Rwanda, VER 31195",760.301.8544x6524,-1.1026359605034648,-79.27298858915631
235,Griego Francisca Nava Cavazos,"Corredor Sudán 320 Edif. 770 , Depto. 970
San Catalina de la Montaña, COAH 67891",113.511.0764,-0.9630214433920862,-79.45953544448699
236,Maldonado Mauro Aponte Corrales,"Pasaje Baja California Sur 385 Interior 056
San Florencia de la Montaña, SLP 83169",870.416.5251x64280,-1.0610756806831463,-79.5823253092823
237,Pedroza Abril Cotto,"Peatonal Calderón 205 Interior 029
San Benito los bajos, MICH 68697-7204",01821110949,-0.8484934941565796,-79.52382587596763
238,Olivera Mtro. Andrés Peña,"Retorno Brasil 702 523
San Vanesa los altos, ZAC 38780-8079",050-915-4429x206,-1.1721260380018974,-79.54890590082208
239,Sauceda Yeni Padrón Padilla,"Peatonal Niger 761 Edif. 599 , Depto. 045
Vieja Kuwait, GRO 60797-0073",(760)091-4159,-1.0200674010502777,-79.25068537113133
240,Arroyo José Emilio Marisol Rosas,"Corredor Sur Uribe 946 Edif. 193 , Depto. 644
San Alfonso los altos, VER 62355",976-389-5930x06804,-1.0811050425959523,-79.62674925779874
241,Patiño Noemí Collazo,"Andador Norte Bustamante 916 Interior 116
Vieja Nauru, GRO 66872-1503",(270)146-2893x64010,-1.2538157022274417,-79.46393470526544
242,Carvajal Fabiola Julio Jaime Pantoja,"Calle Sinaloa 945 Edif. 461 , Depto. 011
San Catalina de la Montaña, SON 70194",1-721-522-2342x9034,-0.9194189415271102,-79.61142285469391
243,Cortez Laura Gabriela Gaytán Urías,"Calzada Tuvalu 839 Edif. 319 , Depto. 395
San Abigail los bajos, COL 15986",1-393-806-1264x685,-0.9044108076234401,-79.58143514931508
244,Hernández Dr. Ivonne Serrato,"Continuación Aguascalientes 405 226
San Ilse de la Montaña, MOR 70522-4588",1-376-044-8338x602,-0.8563722681029552,-79.40093564838568
245,Alcala Dr. Estefanía Saldaña,"Peatonal Durango 447 Interior 070
Nueva Kiribati, AGS 19732-8011",(949)619-5148x95629,-1.1041730385555997,-79.39240706731577
246,Valadez Santiago Luis Miguel Roque Parra,"Privada Chihuahua 202 638
San Cristina de la Montaña, MOR 11931",403-439-7740x924,-0.977464612983327,-79.42085696197994
247,Garay David Mauro Téllez Esparza,"Circunvalación Quintana Roo 606 Edif. 797 , Depto. 410
San Rosalia los altos, NAY 71264",872.849.7842,-0.9059632809696686,-79.35714357236688
248,Preciado Alfredo Cortés,"Continuación Avilés 873 Edif. 549 , Depto. 912
San Victoria los bajos, TAB 91286",1-740-562-5329x96321,-1.2456321827656198,-79.40955533816123
249,Cortés Cristobal Martínez,"Retorno Nuevo León 651 427
Vieja Rumania, COL 11233-7274",1-837-647-5074,-1.0180356870613851,-79.24887668252158
250,Ramón César Reina Gastélum,"Calzada San Luis Potosí 782 Interior 792
San Margarita los altos, MOR 56431",584.941.2950,-1.015473709158378,-79.61803752965992
251,Elizondo Catalina Pichardo Villagómez,"Privada Afganistán 676 766
San Conchita los bajos, TAB 62769-4255",(723)495-6764x37276,-1.0888629697080148,-79.35335607088176
252,Espino Salma Pizarro,"Periférico Líbano 035 168
San Benjamín los bajos, MEX 17084-3475",+21(7)9988649251,-1.0081756067215335,-79.3816328840856
253,Cervantes Lic. Bernardo Mateo,"Retorno Sur Arteaga 070 967
Nueva Mauritania, TAB 22657",1-361-182-7461,-1.1416042792731633,-79.43010915405532
254,Portillo Wendolin Mariano Zayas Grijalva,"Cerrada Rincón 216 Edif. 233 , Depto. 664
San Helena los bajos, BCS 96611",208.973.0514x778,-0.8352446759715941,-79.53705050301576
255,Navarrete Alonso José Emilio Esquivel Vanegas,"Periférico Ontiveros 674 Edif. 070 , Depto. 051
Nueva Uzbekistán, COL 88186-8546",(175)286-9130x1033,-0.9843663303591377,-79.25822750783801
256,Corona Luz Concepción Paredes,"Calle Sinaloa 984 Edif. 585 , Depto. 544
Nueva Antigua y Barbuda, DF 52913-7538",05025109176,-0.9063617989082277,-79.62782286851265
257,Munguía Isabela Arcelia Zapata Orozco,"Prolongación San Marino 198 Edif. 787 , Depto. 787
San Rosario de la Montaña, BCS 33976",(214)778-3545x06494,-0.8969987196178167,-79.37841332632627
258,Alcala José Emilio Santiago Tello,"Peatonal Varela 142 Edif. 078 , Depto. 198
San Guillermina los altos, BC 76753",1-008-440-3372,-1.1716631259943444,-79.36987838089952
259,Noriega Sr(a). Nelly Collado,"Peatonal Distrito Federal 206 Edif. 987 , Depto. 246
San Luz los bajos, SLP 79669",1-073-746-1495x631,-0.964140998716056,-79.3055355571122
260,Maldonado Dr. Luis Saucedo,"Circunvalación Norte Castro 548 Interior 305
San Linda los altos, JAL 27079-2192",655.190.6364x881,-1.1168758119551743,-79.55652691825728
261,Estrada Beatriz Montoya,"Calzada Baja California 563 Interior 047
Vieja Qatar, TLAX 00001",1-590-901-9011,-1.081724384519759,-79.37665977336731
262,Urías Alma Ignacio Altamirano,"Callejón Chihuahua 576 811
Nueva Micronesia, MOR 40938",440.632.2475,-1.0206136478236572,-79.49579369145071
263,Sarabia Jerónimo Zedillo,"Boulevard Sur Gutiérrez 208 Interior 384
San Ivonne los altos, AGS 15910",739-302-4869,-1.047218499979279,-79.36343981841841
264,Moreno Bernardo Dolores Carmona,"Avenida Valenzuela 792 Interior 496
San Gabino los altos, CHIH 46801-2881",1-020-136-6379x0104,-1.0084111981535924,-79.31495621097729
265,Durán Elvia Roldán,"Andador México 225 Edif. 623 , Depto. 779
Nueva Nicaragua, QRO 88289",1-187-099-4045,-1.001101075327414,-79.24514146294459
266,Bernal Carolina Juan Carlos Zepeda Valdivia,"Pasaje República Federal Democrática de Nepal 768 Edif. 741 , Depto. 172
Vieja Palau, MOR 50953",207-918-8409x83902,-1.0046221901851173,-79.44540381584054
267,Llamas Sofía López,"Calzada Sur Cervántez 931 Interior 380
San Wilfrido los bajos, JAL 88990-8197",965-513-2138x2163,-1.0790249739922229,-79.26850963803045
268,de la Rosa Graciela Montalvo,"Andador Sur Rangel 056 Edif. 080 , Depto. 097
San Leticia de la Montaña, AGS 50867",988.881.9594,-0.9493675179641465,-79.36199352632458
269,Rolón Rodrigo Paredes,"Andador Norte Saucedo 796 Edif. 942 , Depto. 751
Vieja Chad, GTO 57868",946-570-0873x123,-1.1977472712255115,-79.34000950337371
270,Dueñas Silvano Soria Palomo,"Calzada Durango 413 Edif. 537 , Depto. 731
Vieja Irlanda, COL 69858-0695",+83(5)5976610814,-0.9771197403345011,-79.66829727751909
271,Pedraza Eloy Zamora Reyes,"Privada Norte Arenas 387 484
San Arcelia los altos, BC 44576",+51(5)4575665414,-1.0367996210075845,-79.61513459154128
272,Centeno Itzel Judith Olvera,"Cerrada Norte Cedillo 218 329
San Uriel los bajos, TLAX 16320",+04(3)1031249624,-1.0322541760998776,-79.53169504709192
273,Abrego Benito Emilio del Río,"Circunvalación Escalante 421 Edif. 388 , Depto. 059
Nueva Turquía, TAMPS 37588",+35(1)0800956415,-0.9214505736023292,-79.29451339322338
274,Mojica Concepción Briseño Olivares,"Periférico Uruguay 505 Edif. 351 , Depto. 499
San Mario de la Montaña, SLP 35409-7107",06835419831,-1.1378084427839468,-79.42349914456267
275,Noriega Yeni Camarillo Villarreal,"Peatonal Honduras 201 Edif. 217 , Depto. 757
Vieja Brasil, GTO 80214",671-467-9503x365,-0.8749202978142965,-79.4753183511502
